"timestamp","asin","brand","buybox_seller","final_price","number_of_sellers","root_bs_rank","reviews_count","currency","image_url","images_count","title","url","video_count","categories","item_weight","rating","seller_id","availability","product_dimensions","discount","initial_price","description","image","answered_questions","date_first_available","model_number","manufacturer","department","plus_content","upc","video"
"2024-01-15","B09NY8W13Q","New bee","Huarui Direct","21.99","1","120","744","USD","https://m.media-amazon.com/images/I/71pUIC-4NdL.__AC_SX300_SY300_QL70_FMwebp_.jpg","1","New bee USB Headset with Microphone for PC, Computer Headset with in-line Mute Volume Control Wired Headset for Laptop, Skype, Zoom, Call Center, Meetings, Webinar, Home","https://www.amazon.com/New-bee-Microphone-Flexible-Lightweight/dp/B09NY8W13Q?th=1&psc=1&currency=USD&language=en_GB","0","Electronics,Computers & Accessories,Computer Accessories & Peripherals,Audio & Video Accessories,Computer Headsets","4.1 ounces","4.3","A2Y25A9GHVUVVT","In Stock","7.8 x 6.7 x 1.9 inches","-27%","29.99","Previous page Next page 1 Flexible Mic Boom 2 Clear Voice Capture","https://m.media-amazon.com/images/I/71pUIC-4NdL.__AC_SX300_SY300_QL70_FMwebp_.jpg","0","December 21, 2021","H362","New bee","Electronics","true","null","false"
"2024-01-21","B0989LHMGS","BRCOVAN","BRCOVAN","12.99","1","71","495","USD","https://m.media-amazon.com/images/I/61RV7tkWtnS.__AC_SX300_SY300_QL70_FMwebp_.jpg","1","BRCOVAN Aluminum Alloy Mount Base with 1'' TPU Ball & 10mm Mounting Hole, Angled Bolt Head Adapter Ball Base Compatible with RAM Mounts B Size 1 Inch Ball Double Socket Arm","https://www.amazon.com/BRCOVAN-Aluminum-Mounting-Rear-View-Suitable/dp/B0989LHMGS?th=1&psc=1&currency=USD&language=en_GB","0","Electronics,GPS, Finders & Accessories,GPS System Accessories,Vehicle Mounts","1.76 ounces","4.6","A36ABLNFHWC0IM","In Stock","3.43 x 2.64 x 1.73 inches","-13%","14.99","The 1 inch ball mount compatible with RAM & BRCOVAN B size 1'' ball socket arms. Also works for other devices with 1'' swivel ball mounting pattern, Such as some navigation mounts, action camera mounts, mobile phone holders, etc. Main body made of 6061-T6 aluminum alloy material, CNC integrated molding, smooth surface and solid body. The ball head has a non-slip design, allowing your device to be securely attached to it. This 1'' ball mount base with M10 hole. Suitable for installation to rear-view mirror frames or other bolt heads within the stated dimensions. Suitable for installation on bike, bicycle, motorcycle, stroller, mountain bike, dirt bike, trek bike, road bike, golf cart, electric scooter, ATV, etc.","https://m.media-amazon.com/images/I/61RV7tkWtnS.__AC_SX300_SY300_QL70_FMwebp_.jpg","0","June 30, 2021","R12","BRCOVAN","Electronics","true","null","false"
"2023-09-10","B0BML789NN","FOLEY","Topfellow shop","40.99","1","331674","23","USD","https://m.media-amazon.com/images/I/61qsyWeUsiL.__AC_SX300_SY300_QL70_FMwebp_.jpg","1","FOLEY Bone Conduction Headphones, IP68 Waterproof Headphones for Swimming Wireless Bluetooth 5.3 Open Ear Headphones with Microphone Built-in 32GB Memory for Workouts, Diving, Cycling, Running, Hiking","https://www.amazon.com/FOLEY-Conduction-Headphones-Waterproof-Microphone/dp/B0BML789NN","0","Electronics,Headphones, Earbuds & Accessories,Headphones & Earbuds,Earbud Headphones","3.52 ounces","2.8","A34D5M1F3A86MT","Only 4 left in stock - order soon","2.16 x 0.95 x 0.71 inches","-7%","43.99","About this item 【Wide Compatibility】Enjoy a different music-listening experience with a stable and fast Bluetooth connection that ensures wide compatibility with your iOS and Android devices, laptops, and computers. 【Easy Control】Simple controls allow for play/pause, volume +/volume -, previous/next track, voice assistant activation, call answering / rejection, and more. 【Comfortable & Security】Stay safe while exercising with bone conduction headphones that allow you to perceive your surroundings. The wireless and ultra-lightweight design provides maximum fit and comfort even after long hours of wear. 【Sound Quanlity】Enjoy up to 6-8 hours of music on a single full charge with Bluetooth 5.3 audio processing technology that improves and optimizes sound quality for a more natural and clean sound. 【IPX8 Waterproof】With IPX8 waterproof certification, the wireless headphones can work underwater. (Please use MP3 mode when swimming, underwater Bluetooth transmission will be limited.) The perfect workout companion for swimming, fitness, cycling, or running enthusiasts.","https://m.media-amazon.com/images/I/61qsyWeUsiL.__AC_SX300_SY300_QL70_FMwebp_.jpg","0","November 16, 2022","X7","FOLEY","null","false","null","false"
"2024-01-16","B077K9GHDL","VIVO","V I V O","37.99","3","23688","3115","USD","https://m.media-amazon.com/images/I/71cVhSfh34L.__AC_SX300_SY300_QL70_FMwebp_.jpg","1","VIVO 23 to 55 inch Screen TV Wall Mount with Adjustable Tilt and Entertainment Shelf, Floating AV, DVD Shelving, Black, Mount-VWSF1","https://www.amazon.com/VIVO-Adjustable-Entertainment-Floating-Mount-VWSF1/dp/B077K9GHDL?th=1&psc=1&currency=USD&language=en_GB","0","Electronics,Television & Video,Accessories,TV Mounts, Stands & Turntables,TV Wall & Ceiling Mounts","9.22 pounds","4.6","A3W3STWCK1O3NR","In Stock","15.35 x 10.63 x 4.02 inches","-5%","39.99","MOUNT-VWSF1 a flat screen wall mount and tempered glass shelf combination from VIVO conveniently mounting your TV and providing easy placement for AV equipment. This high grade steel mount has a weight capacity of 66 pounds and holds TV sizes 23” to 55”. Features include +20 to -20 degree screen tilt and +90 to -90 degree TV swivel for creating best viewing angles, and a cable management system to hold power and video cords. The arms collapse flat sitting just 3.5"" from the wall for a low profile, and can be extended 15.5” from the wall. The mounting bracket is compatible with most TV brands and fits VESA 75x75mm, 100x100mm, 200x100mm and 200x200mm, 400x200mm, 300x300mm, and 400x400mm. Assembly and mounting is a breeze and we include necessary mounting hardware.         Compatibility This TV wall mount holds TV sizes 23"" to 55"" and has a weight capacity of 66 pounds. It is compatible with most TVs and fits VESA patterns 75x75mm to 400x400mm. Find the best viewing angle with +20 to -20 degree screen tilt and +90 to -90 degree TV swivel. Compatilbility MOUNT-VWSF1 comes with a tempered glass floating shelf, typically hung below the TV. With a weight capacity of 22 lbs and dimensions of 14.2"" x 10"", it is designed to hold DVD players, streaming devices, gaming devices, audio equipment, and more . Cable Management For a low profile, you can collapse the mount against the wall or fully extend it 15.5"" from the wall to change the viewing angle. Keep your cords organized with built in cable management.   Why Choose VIVO? We Save You Money. Many ergonomic office solutions come at a high cost. Our mission is to use innovation, creativity, and efficiency to produce a more affordable solution that doesn't sacrifice quality. We Make It Easy. We want our products to be easily accessible to the millions of office workers around the globe so that comfort and productivity can brighten your day and strengthen your career. We Care About Your Experience. We don't just sell products... we sell solutions for needs encountered in the workplace. Specifications Screen Size: 23"" to 55"" VESA: 75x75mm, 100x100mm, 200x100mm, 200x200mm, 400x200mm, 300x300mm, 400x400mm Screen Tilt: +20 to -20 degrees Screen Rotation: +90 to -90 degrees Extension From Wall: 15.5"" Shelf Dimensions: 14.2"" x 10"" Shelf Weight Capacity: 22 lbs   VIVO We are every bit consumers as we are engineers and creators. As a leading provider of desk and screen mounting solutions, we live for products that enhance and simplify everyday life.","https://m.media-amazon.com/images/I/71cVhSfh34L.__AC_SX300_SY300_QL70_FMwebp_.jpg","0","November 17, 2017","MOUNT-VWSF1","VIVO","Electronics","true","null","false"
"2022-10-23","B09ZPQB251","EIGIIS","Pakrys","$36.99","2","39657","29","$","https://m.media-amazon.com/images/I/71YFpaLaTmL.__AC_SX300_SY300_QL70_FMwebp_.jpg","9","Smart Watch for Men with Call (Make/Answer) Text 1.7"" HD Fitness Tracker Watch with Heart Rate Blood Pressure Sleep Monitor Sports Smartwatch Compatible with iPhone Samsung Android Phone","https://www.amazon.com/dp/B09ZPQB251?language=en_US&currency=USD","4","Electronics,Wearable Technology,Smartwatches","2.89 ounces","4.1","A3W3GN5BFHBFH6","In Stock.","9.84 x 1.42 x 1.77 inches","null","null","","https://m.media-amazon.com/images/I/71YFpaLaTmL.__AC_SX300_SY300_QL70_FMwebp_.jpg","11","May 5, 2022","KT59","EIGIIS","null","true","null","true"
"2023-08-08","B08B5QZCZG","Asenlin","Forest-store","36.74","5","3638","7661","USD","null","6","Asenlin 18 Inch Travel Laptop Backpack for Women Men，Business Travel Backpack Fit Flight Approved Water Resistant Computer Backpack Suitcase Backpack Black","https://www.amazon.com/Asenlin-Business-Backpack%EF%BC%8C17-Backpack-Resistant/dp/B08B5QZCZG","1","Electronics,Computers & Accessories,Laptop Accessories,Bags, Cases & Sleeves,Backpacks","2.48 pounds","4.6","A2FLT7R5R11LWP","In Stock","9 x 13 x 18.5 inches","20","45.93","【Size and material】: This Travel backpack size is 18.5 * 13 * 9 inches, and has a special pocket that can accommodate a 18 inch laptop. The backpack can be fixed on the trunk rod or can be carried by hand; it uses high-quality water-resistant polyester oxford cloth material and explosion-proof zippers，and strengthens the key points of force, which provide more durable backpack.（NOTE: This travel backpack does NOT CONTIAN Three Custom-Made Storage Bags.） 【Convenient Travel】: The overall size conforms to the aircraft size standard, and the portable zipper opening facilitates you to quickly pass the airport security check. The built-in elastic band prevents clothes from falling. 【Ingenious Structure】: The hidden shoulder strap makes the backpack can be carried or lifted, making it easy to carry around; Luggage trolley straps provides easy travel; The main handle and side handles are designed to lift the backpack from multiple angles.（NOTE: There is a zipper on the shoulder strap, which can be used to put away or take out the shoulder strap by opening the zipper.） 【Strong and Sturdy】: We use multiple materials for multiple tests to ensure high quality. We strengthened the size of the fragile parts and adjusted the size of the center of gravity to make it easier to use for a long time, and refer to the actual experience of detailed design to optimize, reliable and ensure long-term use. 【Application】: Thickened sponge handles and shoulder straps provide you with more comfort when you are carrying and gripping the backpack，very suitable for Traveling，carry around，weekend travel，cross-border travel, overnight ect.","null","0","June 15, 2020","AS-40LSTP-BLAMX","Asenlin","Unisex-adult","true","null","false"
"2023-10-21","B0B35YQYDZ","WerKens","WerKens","39.99","1","1804","1","USD","https://m.media-amazon.com/images/I/811Io3tmkjL.__AC_SY300_SX300_QL70_FMwebp_.jpg","1","WerKens Handmade Premium Leather Laptop Sleeve MacBook Air Case 13,Pro,M1 13.3"" Inch - Brown","https://www.amazon.com/dp/B0B35YQYDZ","0","Electronics,Computers & Accessories,Laptop Accessories,Bags, Cases & Sleeves,Sleeves","1.1 pounds","4","A1UZM84LY937LG","Only 16 left in stock - order soon","14 x 10 x 1 inches","-11%","44.99","✅ WerKens Handcrafted Leather is made by village Artisans of Rajasthan India # The product is totally handmade and is hand stitched traditionally ✅ This Sleeve best fits Laptop/MacBook with screen size 13-13.5"" inches ✅ Best to carry as stand alone or slip it in Bag / Luggage ✅ Heavily Padded with smooth Velvet interior for additional protection of Mac/Laptop ✅ Real Leather, the more you use it, better it looks it ages with a vintage look ✅ With the beautifully Handcrafted Laptop Sleeve you would definitely be noticed Compatibility:  ✅ Macbook Pro 13"" 2020  ✅ Macbook Air (Retina) 13.3"" 2020  ✅ MacBook Pro 13-Inch 2019   ✅ MacBook Air 13.3-Inch   ✅ Macbook Pro 13.3-Inch (2018 / 2017 / 2016 / 2015 )  ✅ Surface Pro X 13"" 2019  ✅ Dell XPS13 13.3-Inch  ✅ Asus ZenBook Flip(UX360CA) 13.3-Inch  ✅ Samsung Notebook 9 13.3"" 2018 ✅ MacBook Pro 13-inch (late 2016/2017/2018/2019/2020/2021 models with Thunderbolt 3 ports) ✅ MacBook Air 13-inch (New model, late 2018/2019/2020/2021 with Retina Display) ✅ 13""-13.5"" Surface Pro 5 6 7 ✅ MacBook Air 13 inch A2337 M1 A2179 A1932 2018-2021 ✅ MacBook Pro A2338 M1 A2251 A2289 A2159 A1989 A1706 A1708","https://m.media-amazon.com/images/I/811Io3tmkjL.__AC_SY300_SX300_QL70_FMwebp_.jpg","0","June 14, 2017","SLMAC13X2","WerKens","Unisex-adult","false","null","false"
"2023-08-24","B00C4XVOOC","Antennas Direct","Amazon.com","124.5","19","135","1991","USD","https://m.media-amazon.com/images/I/812Kx-RaTRL.__AC_SX300_SY300_QL70_FMwebp_.jpg","1","Antennas Direct 8-Element Bowtie TV Antenna, 70 Miles Range, Multi-directional, Indoor, Attic, Outdoor Applications, Special Bracket to Turn Both Panels, All-Weather Mounting Hardware, Adjustable Mast Clamp, 4K Ready, Silver - DB8e - DB8-E","https://www.amazon.com/Antennas-Direct-Multi-directional-Applications-All-Weather/dp/B00C4XVOOC","0","Electronics,Television & Video,Accessories,Antennas,TV Antennas","10 pounds","4.4","ATVPDKIKX0DER","In Stock","36 x 6 x 48 inches","-38%","199.99","The most powerful HDTV antenna in the world-a star is born! With an extended long range of 70+ miles and unsurpassed gain of 17.4 dB, this new multi-directional Bowtie antenna has another capability that blows the competition right out of the water...the specially designed brackets allow the antenna to turn in a 180deg loop to target transmitting towers in any direction. Antennas Direct has brought the tried and true Bowtie outdoor HDTV antenna into the 21st century with this patented design, which enables the DB8e to target the specific core DTV channels of today. The DB8e is the ideal antenna choice for rural and suburban installation challenges with pulling signals in through heavy foliage or roofing materials when installed in the attic. The design of the DB8e allows for easy installation options that are off limits to much larger antennas.","https://m.media-amazon.com/images/I/812Kx-RaTRL.__AC_SX300_SY300_QL70_FMwebp_.jpg","0","July 1, 2013","DB8e","Antennas Direct, Inc.","null","false","null","false"
"2022-10-07","B089W8J1WD","TEAMGROUP","TEAMGROUP Inc.","$78.99","2","480","5997","$","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/713g3Ea1hGL.__AC_SX300_SY300_QL70_ML2_.jpg","7","TEAMGROUP Elite DDR4 32GB Single 2666MHz PC4-21300 CL19 Unbuffered Non-ECC 1.2V SODIMM 260-Pin Laptop Notebook PC Computer Memory Module Ram Upgrade - TED432G2666C19-S01","https://www.amazon.com/dp/B089W8J1WD?language=en_US&currency=USD","2","Electronics,Computers & Accessories,Computer Components,Internal Components,Memory","‎0.494 ounces","4.8","AWD7GDDT7Q2ZT","In Stock.","‎2.66 x 0.14 x 1.18 inches","null","null","Professional, Quick Installation, Stable Performance TEAMGROUP ELITE series is fully compliant with JEDEC standards and compatible with all major platforms on the market. By using high-quality ICs and passing stringent tests, this product could provide you with excellent stability, long-term efficiency, and superior performance. TEAMGROUP ELITE series Laptop Memory Elite DDR3L Laptop Memory Elite DDR4 Laptop Memory Elite DDR5 Laptop Memory Module Type DDR3 204 Pin Non-ECC Unbuffered DIMM Module Type DDR4 260 Pin Non-ECC Unbuffered DIMM Module Type DDR5 262 Pin Non-ECC Unbuffered DIMM Frequency 1600MHz (PC3-12800) Frequency From 2400MHz to 3200MHz Frequency From 4800MHz to 5600MHz CAS Latency CL11-11-11-28 CAS Latency 2400MHz-CL16 / 2666MHz-CL19 / 3200MHz-CL22 CAS Latency 4800MHz-CL40 / 5600MHz-CL46 Capacity 8GB, 2x8GB Capacity From 8GB to 64GB (including Single &amp; Dual Channel) Capacity From 8GB to 64GB (including Single &amp; Dual Channel) Voltage 1.35V Voltage 1.2V Voltage 1.1V How Come the Memory I Bought Is Not Working? Wrong Specification? (Crash, Blue screen, Won't boot up) 1. Is the memory installed correctly? 2. Whether the motherboard chipset or CPU is supported (check the motherboard website and manual) 3. Update BIOS to the latest version 4. Do not mix with other memory brands. Why is only half my memory usable after installing the memory? 1. Check the maximum memory capacity supported by your device 2. Update the BIOS to the latest version 3. Search for [System Settings] from the toolbar, click [Advanced Options] in [Boot], uncheck [Maximum Memory], and click OK to restart Do the issues still exist or do you have other questions? • Visit TEAMGROUP • Buyer-Seller Messaging System Please provide information about your motherboard and CPU, such as brand name or serial numbers for further technical consultation. (function(f) {var _np=(window.P._namespace(""PremiumAplusModule""));if(_np.guardFatal){_np.guardFatal(f)(_np);}else{f(_np);}}(function(P) { P.when('premium-module-11-faq').execute(function(init){ init(); }); }));","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/713g3Ea1hGL.__AC_SX300_SY300_QL70_ML2_.jpg","946","‎June 9, 2020","‎TED432G2666C19-S01","‎TEAMGROUP","null","true","null","true"
"2022-09-21","B00U040E6Q","Kensington","null","$36.62","30","7","3779","$","https://images-na.ssl-images-amazon.com/images/I/71ht0tz6LlL.__AC_SX300_SY300_QL70_FMwebp_.jpg","6","Kensington Orbit Trackball Mouse (K64327F)","https://www.amazon.com/dp/B00U040E6Q?language=en_US&currency=USD","1","Electronics,Computers & Accessories,Computer Accessories & Peripherals,Input Devices,Trackballs","0.59 lbs — 0.70 lbs 0.58 lbs 5.76 ounces 4.00 ounces","4.4","ATVPDKIKX0DER","In Stock.","7.9 x 6 x 1.7 inches","null","null","Kensington Orbit Optical Trackball","https://images-na.ssl-images-amazon.com/images/I/71ht0tz6LlL.__AC_SX300_SY300_QL70_FMwebp_.jpg","75","June 29, 2004","K64327EU","Kensington","Trackball mice","true","null","true"
"2024-01-16","B09SF1JW4R","Doohickey","Pinnacle Brands LLC","9.99","4","1090","81","USD","https://m.media-amazon.com/images/I/61INwqeQiIL.__AC_SX300_SY300_QL70_FMwebp_.jpg","1","Doohickey Phone and Tablet Stand, Adjustable and Foldable, The Perfect Hands-Free Stand Compatible with Most Tablets and Cellphones Lightweight and Sturdy (Black)","https://www.amazon.com/Doohickey-Adjustable-Hands-Free-Compatible-Lightweight/dp/B09SF1JW4R?th=1&psc=1&currency=USD&language=en_GB","0","Electronics,Computers & Accessories,Tablet Accessories,Stands","7 ounces","4.5","A3RTH23CTFWLUR","In Stock","7 x 4 x 1 inches","-50%","19.99","About this item Multi- Angle - The stand allows your to use your devices horizontal or vertical as needed. Whether you are working, watching videos, or playing video games. It is perfect to spend hours comfortably without any neck, shoulder, or posture pains. Compatibility - The phone and tablet stand is the perfect stand for all of your devices from cellphones, tablets, and even e-readers. Ideal for working, watching videos, or playing video games. It can be the perfect gift for your loves ones! Foldable and Portable - The slim and compact design of the tablet and phone stand allows you to easily store it in your laptop bag or backpack and take it anywhere you go. Perfect for travel and business trips. Lightweight and Sturdy - The phone and tablet stand is very sturdy and light to carry with you anywhere you go. The tablet stand has a rubber pad on the front to hold you phone, tablets, and e-readers in place. Adjustable - The tablet stand can be adjusted based on your needs. Its design allows you to comfortable work, watch videos, or play for hours without having any discomfort. It can be use at the office, at home, or even outdoors.","https://m.media-amazon.com/images/I/61INwqeQiIL.__AC_SX300_SY300_QL70_FMwebp_.jpg","0","April 7, 2022","Iphone","Pinnacle Brands LLC","Electronics","true","null","false"
"2023-09-10","B09DKGPST6","Tribit","Tribit Direct","99.99","5","2740","413","USD","https://m.media-amazon.com/images/I/71jiFDNKFsL.__AC_SX300_SY300_QL70_FMwebp_.jpg","1","Tribit XSound Mega Portable Bluetooth Speaker, Loud & Deep Bass with Pure Titanium Drivers, IPX7 Waterproof, LED Lights, 20H Playtime, Built-in Powerbank Handle Strap for Camping, Travel, Party","https://www.amazon.com/Tribit-Outdoor-Portable-Bluetooth-Speaker/dp/B09DKGPST6","0","Electronics,Portable Audio & Video,Portable Speakers & Docks,Portable Bluetooth Speakers","2.03 pounds","4.5","AR8DNXAAHYMGW","In Stock","10.66 x 3.42 x 3.14 inches","-23%","129.99","About this item Best Bluetooth Speaker for 2023: Best value mini party Bluetooth speaker - CNET Extra Loud Sound with Deep Bass: Your ears will be happy when they hear loud astonishing sound, which provides crisp treble, defined mids, and clear highs, all thanks to the 30W full-range titanium drivers. Tribit's exclusive Xbass boosts bass frequencies by 2-3dB at the same power playback. Music-Synced LED Lights Show: The multi-color LEDs sync with the rhythm of music providing an immersive, dazzling light show, enriching both auditory and visual experience to the max. Fill your party with exceptionally clear sounds and 3 stunning lights effects in minutes. Keeps the party going and all your guests entertained with this fantastic speaker 3 EQ Options: Features 3 equalizer modes to produce a balanced sound that is perfect for all listening options. With the ""EQ"" button, switch to ""XBass"" to enhance bass-heavy songs at low frequencies, ""Music"" for immersive sound for everyday listening, or select ""Audiobook"" increased clarity of podcasts and audiobooks. Long-Lasting Battery Life: Great for being out and about, the high-capacity rechargeable battery gives 20 hrs of music plus fast and convenient USB-C & USB-A charging. Meanwhile the advanced fast charging technology makes charging up to 40% faster, making it perfect for on-the-go travel. Removable Strap/Portable Outdoor Speaker: Bring your favorite speaker with you to the beach, park and more with the rugged detachable classic black shoulder strap, and anti-slip design for convenient and easy carrying. Further a durable design exists with useful shoulder straps – literally take this speaker with you wherever you want.","https://m.media-amazon.com/images/I/71jiFDNKFsL.__AC_SX300_SY300_QL70_FMwebp_.jpg","0","January 6, 2022","BTS35","Tribit","null","true","null","false"
"2023-08-25","B00L5FW7SW","KabelDirekt","Amazon.com","11.19","1","10233","554","USD","https://m.media-amazon.com/images/I/71e99rzClNL.__AC_SX300_SY300_QL70_FMwebp_.jpg","1","KabelDirekt – 24ft – Headphone Extension Lead Cable, 3.5mm connectors (aux Audio Cable, Male Jack Plug/Female Jack, Practically Unbreakable Metal casing, Perfect for Headphones, Black)","https://www.amazon.com/KabelDirekt-connectors-Practically-Unbreakable-Headphones/dp/B00L5FW7SW","0","Electronics,Home Audio,Home Audio Accessories,Cables,Stereo Jack Cables","0.16 Kilograms","4.7","ATVPDKIKX0DER","Temporarily out of stock. We are working hard to be back in stock. Place your order and we’ll email you when we have an estimated delivery date. You won’t be charged until the item ships.","4.88 x 4.8 x 0.75 inches","-33%","16.67","KabelDirekt – 7.5m – Headphone Extension Lead Cable, 3.5mm connectors (aux audio cable, male jack plug/female jack, practically unbreakable metal casing, perfect for headphones, black)","https://m.media-amazon.com/images/I/71e99rzClNL.__AC_SX300_SY300_QL70_FMwebp_.jpg","0","November 28, 2022","409","KabelDirekt","null","true","null","false"
"2023-09-11","B0BNMYR1WK","cueclue","cueclue-Auto-US","9.99","1","995","17","USD","https://m.media-amazon.com/images/I/61mF3thhIsL.__AC_SX300_SY300_QL70_FMwebp_.jpg","1","cueclue 1 Pack Car Truck Bullet Antenna, for GM Chevy Silverado 1500 2500 3500 HD Avalanche GMC Sierra 1500 2500 3500 Denali Heavy Duty Pickup Trucks Aluminum Antenna Accessories (Red)","https://www.amazon.com/cueclue-Silverado-Avalanche-Aluminum-Accessories/dp/B0BNMYR1WK","0","Electronics,Car & Vehicle Electronics,Vehicle Electronics Accessories,Audio & Video Accessories,Antennas","5 ounces","3.7","ALF43YRKYDIS7","Only 20 left in stock - order soon","7.05 x 2.64 x 0.87 inches","-23%","12.99","cueclue 1 Pack Car Truck Bullet Antenna, for GM Chevy Silverado 1500 2500 3500 HD Avalanche GMC Sierra 1500 2500 3500 Denali Heavy Duty Pickup Trucks Aluminum Antenna Accessories (Red)","https://m.media-amazon.com/images/I/61mF3thhIsL.__AC_SX300_SY300_QL70_FMwebp_.jpg","0","December 15, 2022","CCTX01RE","cueclue","null","false","null","false"
"2024-02-04","B0BM8HQL6L","Rode","Class Value","69.9","31","4","307","USD","https://m.media-amazon.com/images/I/71+2XV3Jb4L._AC_SX300_SY300_.jpg","1","RØDE VideoMicro II Ultra-Compact On-Camera Shotgun Microphone for Recording Audio with a Camera or Mobile Device","https://www.amazon.com/Rode-VideoMicro-II-Camera-Mount-Microphone/dp/B0BM8HQL6L?th=1&psc=1&currency=USD&language=en_GB","0","Electronics,Camera & Photo,Accessories,Professional Video Accessories,Microphones","0.847 ounces","4.5","A31X76DW46HF64","In Stock","3.14 x 0.85 x 0.85 inches","-12%","79","The VideoMicro II is an ultra-compact and lightweight on-camera shotgun microphone for recording high-quality audio with a camera or mobile device. Featuring RØDE’s innovative annular line tube technology, it delivers highly transparent and directional sound ideal for content creation and filmmaking applications. With no batteries required and no complicated controls, it is incredibly simple to use, and the innovative HELIX™ isolation mount system and included windshields will ensure all your recordings are crystal-clear.","https://m.media-amazon.com/images/I/71+2XV3Jb4L._AC_SX300_SY300_.jpg","0","November 29, 2022","VideoMicro II","RØDE Microphones","Electronics","true","null","false"
"2022-10-17","B09QKQJ9PV","BovBox","Bovbox","$71.99","3","230117","45","$","https://m.media-amazon.com/images/I/71CMtFGJMsL.__AC_SX300_SY300_QL70_FMwebp_.jpg","7","Wireless CarPlay Adapter, Turn Wired into Wireless CarPlay, for Factory Wired Apple CarPlay Car, Carplay Wireless Adapter 3.1 Upgraded Version(Car Model Year : 2016 to 2022) Auto Connect, Plug-Play","https://www.amazon.com/dp/B09QKQJ9PV?language=en_US&currency=USD","2","Electronics,Car & Vehicle Electronics,Car Electronics,Car Video,In-Dash Navigation","3.52 ounces","3.3","A2M9HQN8L4Z23B","In Stock.","2.6 x 0.4 x 0.31 inches","null","null","Read more About New version Wireless CarPlayBox We have been committed to the research and development of in-vehicle products, this new CarPlayBox is our Ace product . BovBox New Release New Version CarPlay Wireless Adapter Convert Wired CarPlay to Wireless Plug and play 15S start up speed More stable No audio delay Auto connect 1.Wireless CarPlayBox*1 2.USB Cable*1 3.Quick start guide 4.USB-C male to USB-A female converter*1 Read more How to use the Wireless CarPlayBox ?（Step1） Plug the Wireless CarPlayBox into the Car Stereo Type-C end end is pluged into the Wireless CarplayBox . If your Car stereo only has Type-c port , please use the USB-C male to USB-A female converter included in the package . Open 1phone Bluetooth &amp; Wifi Turn on the WiFi and Bluetooth on your 1Phone. Tips:Because it connects with Bluetooth and sends the WiFi credentials to the phone,so open them both. Make sure your car and 1Phone is not connected to any other Wi-Fi or Bluetooth networks. Click the ' CarPlayBox_XXXX ' Find the ' CarPlayBox_XXXX ' on your phone's Bluetooth . Click the ' Pair ' And then , Click the ' Pair ' Read more How to use the Wireless CarPlayBox ?（Step2） Click the ' Allow ' Choose the ' Use CarPlay ’ to achieve Wireless Connection Successfully installed Auto Connect When the car engine starts, the Wireless CarPlayBox starts, too, and launches wireless CarPlay within 15 seconds, which is super convenient Read more This Wireless CarPlayBox only support iphone . This wireless CarPlayBox only compatible with cars Which have Factory wired CarPlay . The screen of the car can only be operated after the phone' and Wireless CarPlayBox install successful . Models of Cars（ Cars have OEM Wired CarPlay / Model Year: 2016-2022） For Audi A3 A4 A5 A6 A7A8 Q2 Q5 Q7 R8 TT ... For Benz A B C E S Class GLA GLC CLA GLE AMG E300 C260... For Porsche Boxster Cayenne Macan Panamera 911 718... For Ford Focus Escape Fusion Taurus Explourer Mustang Fiesta... For Honda Avancier Civic CR-V Elysion Fit Ridgeline Bikes... For Toyota Levin Prius RAV4 Sienna Tacoma Tundra Venza Yaris 4Runner Avalon Avalon Camry Corolla Highlander For Cadillac ATS-L CT5 CT6 XT4 XT5 XTS Escalade... For Buick UA UD XE KE GF GA JB KE BC.. For Chevrolet Bolt Captiva Colorado Equinox Impala Silverado Spark... For Peugeot 208 308 408 508 3008 4008 5008 RCC... For Nissan Altima Lannia Leaf Qashqai Versa X-Trail Bluebird.. For Volvo XC40 XC60 XC90 V60 V90 S90 T8... For VW Lavida Tiguan L Teramont GTI Beetle Multivan Caravelle Sharan For Land Rover Discovery Defender Freelander RangeRover For Kia Cadenza Forte Hybrid K5 Niro Optima Proceed Seltos Sorento Sportage Stonic Stinger Soul Telluride For Hyundai Creta Elantra I30 Ioniq Kona Palisade Sonata Santa Tucson Veloster","https://m.media-amazon.com/images/I/71CMtFGJMsL.__AC_SX300_SY300_QL70_FMwebp_.jpg","17","January 17, 2022","CPC200-CP2A","BovBox","null","true","null","true"
